OpportunityID,Event,FieldEvent,OldValue,NewValue,Stage,Probability,StageLength,days_in_stage,CreatedDate,ModifiedDate,from_date,EditDate,EditYear,EditMonth,StageChangeDate,AccountCountry,StageDuration,Age,OldNewStage
0062000000WVbxy,stage_change,Stage,Qualified,Buying Process id.,Closed Lost,0,0 days 15:32:00.000000000,0,3/11/14 0:00,1/2/15 0:00,1/2/15 0:00,1/2/15 15:32,2015,1,,United States,510,385,"(Qualified, Buying Process id.)"
0062000000WVbxy,stage_change,Stage,Buying Process id.,Short List,Closed Lost,0,7 days 15:11:00.000000000,7,3/11/14 0:00,1/9/15 0:00,1/2/15 0:00,1/9/15 15:11,2015,1,,United States,510,385,"(Buying Process id., Short List)"
0062000000WVbxy,stage_change,Stage,Short List,Closed Lost,Closed Lost,0,11 days 11:18:00.000000000,11,3/11/14 0:00,1/20/15 0:00,1/9/15 0:00,1/20/15 11:18,2015,1,,United States,510,385,"(Short List, Closed Lost)"
0062000000heAE5,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 14:18:00.000000000,0,2/11/16 0:00,2/11/16 0:00,2/11/16 0:00,2/11/16 14:18,2016,2,4/11/16 0:00,United States,63,123,"(Created, Created)"
0062000000heAE5,stage_change,Stage,Prospect,Qualified,Qualified,20,60 days 16:06:00.000000000,60,2/11/16 0:00,4/11/16 0:00,2/11/16 0:00,4/11/16 16:06,2016,4,4/11/16 0:00,United States,63,123,"(Prospect, Qualified)"
0062000000hEwbc,opp_created,Created by lead convert,Created,Created,Short List,50,0 days 14:55:00.000000000,0,1/14/16 0:00,1/14/16 0:00,1/14/16 0:00,1/14/16 14:55,2016,1,2/12/16 0:00,United States,122,151,"(Created, Created)"
0062000000hEwbc,stage_change,Stage,Prospect,Short List,Short List,50,29 days 13:46:00.000000000,29,1/14/16 0:00,2/12/16 0:00,1/14/16 0:00,2/12/16 13:46,2016,2,2/12/16 0:00,United States,122,151,"(Prospect, Short List)"
0062000000dexuG,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 15:14:00.000000000,0,5/14/15 0:00,5/14/15 0:00,5/14/15 0:00,5/14/15 15:14,2015,5,7/21/15 0:00,United States,328,413,"(Created, Created)"
0062000000dexuG,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,4 days 15:28:00.000000000,4,5/14/15 0:00,5/18/15 0:00,5/14/15 0:00,5/18/15 15:28,2015,5,7/21/15 0:00,United States,328,413,"(Prospect, Qualified)"
0062000000dexuG,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,64 days 15:15:00.000000000,64,5/14/15 0:00,7/21/15 0:00,5/18/15 0:00,7/21/15 15:15,2015,7,7/21/15 0:00,United States,328,413,"(Qualified, Closed Deferred)"
0062000000WjvvM,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 04:01:00.000000000,0,3/24/14 0:00,3/24/14 0:00,3/24/14 0:00,3/24/14 4:01,2014,3,9/17/15 0:00,Netherlands,270,860,"(Created, Created)"
0062000000WjvvM,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,542 days 04:48:00.000000000,542,3/24/14 0:00,9/17/15 0:00,3/24/14 0:00,9/17/15 4:48,2015,9,9/17/15 0:00,Netherlands,270,860,"(Prospect, Closed Deferred)"
0062000000WkPFV,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 08:36:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:36,2014,3,,Colombia,381,432,"(Created, Created)"
0062000000WkPFV,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,429 days 05:37:00.000000000,429,3/26/14 0:00,5/29/15 0:00,3/26/14 0:00,5/29/15 5:37,2015,5,,Colombia,381,432,"(Prospect, Closed Deferred)"
0062000000WkNcH,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 07:01:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 7:01,2014,3,,United States,783,27,"(Created, Created)"
0062000000WkNcH,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 08:23:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:23,2014,3,,United States,783,27,"(Prospect, Qualified)"
0062000000WkNcH,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,27 days 14:43:00.000000000,27,3/26/14 0:00,4/22/14 0:00,3/26/14 0:00,4/22/14 14:43,2014,4,,United States,783,27,"(Qualified, Closed Deferred)"
0062000000TskpF,opp_created,Created by lead convert,Created,Created,Prospect,10,0 days 09:21:00.000000000,0,4/27/16 0:00,4/27/16 0:00,4/27/16 0:00,4/27/16 9:21,2016,4,,United States,47,47,"(Created, Created)"
0062000000ZMM7j,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 13:13:00.000000000,0,8/13/14 0:00,8/13/14 0:00,8/13/14 0:00,8/13/14 13:13,2014,8,4/26/16 0:00,United States,48,622,"(Created, Created)"
0062000000ZMM7j,stage_change,Stage,Prospect,Re-Qualify,Closed Deferred,0,538 days 15:22:00.000000000,538,8/13/14 0:00,2/2/16 0:00,8/13/14 0:00,2/2/16 15:22,2016,2,4/26/16 0:00,United States,48,622,"(Prospect, Re-Qualify)"
0062000000ZMM7j,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,84 days 14:02:00.000000000,84,8/13/14 0:00,4/26/16 0:00,2/2/16 0:00,4/26/16 14:02,2016,4,4/26/16 0:00,United States,48,622,"(Re-Qualify, Closed Deferred)"
0062000000WSy5Y,opp_created,Created by lead convert,Created,Created,Closed Won,100,0 days 08:32:00.000000000,0,2/26/14 0:00,2/26/14 0:00,2/26/14 0:00,2/26/14 8:32,2014,2,,United States,600,238,"(Created, Created)"
0062000000WSy5Y,stage_change,Stage,Prospect,Short List,Closed Won,100,0 days 08:32:00.000000000,0,2/26/14 0:00,2/26/14 0:00,2/26/14 0:00,2/26/14 8:32,2014,2,,United States,600,238,"(Prospect, Short List)"
0062000000WSy5Y,stage_change,Stage,Short List,Negotiation/Review,Closed Won,100,79 days 14:02:00.000000000,79,2/26/14 0:00,5/16/14 0:00,2/26/14 0:00,5/16/14 14:02,2014,5,,United States,600,238,"(Short List, Negotiation/Review)"
0062000000WSy5Y,stage_change,Stage,Negotiation/Review,Closed Won,Closed Won,100,159 days 11:35:00.000000000,159,2/26/14 0:00,10/22/14 0:00,5/16/14 0:00,10/22/14 11:35,2014,10,,United States,600,238,"(Negotiation/Review, Closed Won)"
0062000000WkPSE,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 08:48:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:48,2014,3,,United States,746,5,"(Created, Created)"
0062000000WkPSE,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,64 days 08:37:00.000000000,64,3/26/14 0:00,5/29/14 0:00,3/26/14 0:00,5/29/14 8:37,2014,5,,United States,746,5,"(Prospect, Closed Deferred)"
0062000000WkQ3f,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 09:35:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 9:35,2014,3,,United States,724,370,"(Created, Created)"
0062000000WkQ3f,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,86 days 09:02:00.000000000,86,3/26/14 0:00,6/20/14 0:00,3/26/14 0:00,6/20/14 9:02,2014,6,,United States,724,370,"(Prospect, Closed Deferred)"
0062000000WkQGG,opp_created,Created by lead convert,Created,Created,Closed Lost,0,0 days 09:46:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 9:46,2014,3,,United States,805,370,"(Created, Created)"
0062000000WkQGG,stage_change,Stage,Prospect,Closed Lost,Closed Lost,0,5 days 11:33:00.000000000,5,3/26/14 0:00,3/31/14 0:00,3/26/14 0:00,3/31/14 11:33,2014,3,,United States,805,370,"(Prospect, Closed Lost)"
0062000000gq0BN,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 16:18:00.000000000,0,12/8/15 0:00,12/8/15 0:00,12/8/15 0:00,12/8/15 16:18,2015,12,4/12/16 0:00,United States,62,126,"(Created, Created)"
0062000000gq0BN,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,73 days 09:22:00.000000000,73,12/8/15 0:00,2/19/16 0:00,12/8/15 0:00,2/19/16 9:22,2016,2,4/12/16 0:00,United States,62,126,"(Prospect, Qualified)"
0062000000gq0BN,stage_change,Stage,Qualified,Re-Qualify,Closed Deferred,0,33 days 15:51:00.000000000,33,12/8/15 0:00,3/23/16 0:00,2/19/16 0:00,3/23/16 15:51,2016,3,4/12/16 0:00,United States,62,126,"(Qualified, Re-Qualify)"
0062000000gq0BN,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,20 days 15:36:00.000000000,20,12/8/15 0:00,4/12/16 0:00,3/23/16 0:00,4/12/16 15:36,2016,4,4/12/16 0:00,United States,62,126,"(Re-Qualify, Closed Deferred)"
0062000000hI6CQ,opp_created,Created.,Created,Created,Qualified,40,0 days 15:16:00.000000000,0,2/4/16 0:00,2/4/16 0:00,2/4/16 0:00,2/4/16 15:16,2016,2,,United States,130,130,"(Created, Created)"
0062000000bMu7y,opp_created,Created by lead convert,Created,Created,Prospect,10,0 days 12:57:00.000000000,0,1/2/15 0:00,1/2/15 0:00,1/2/15 0:00,1/2/15 12:57,2015,1,,United States,528,528,"(Created, Created)"
0062000000a0Rku,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 10:31:00.000000000,0,9/23/14 0:00,9/23/14 0:00,9/23/14 0:00,9/23/14 10:31,2014,9,,Italy,588,372,"(Created, Created)"
0062000000a0Rku,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,41 days 13:55:00.000000000,41,9/23/14 0:00,11/3/14 0:00,9/23/14 0:00,11/3/14 13:55,2014,11,,Italy,588,372,"(Prospect, Closed Deferred)"
0062000000WkPHz,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 08:33:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:33,2014,3,,United States,579,461,"(Created, Created)"
0062000000WkPHz,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,231 days 11:25:00.000000000,231,3/26/14 0:00,11/12/14 0:00,3/26/14 0:00,11/12/14 11:25,2014,11,,United States,579,461,"(Prospect, Closed Deferred)"
0062000000bL9oB,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 10:55:00.000000000,0,12/11/14 0:00,12/11/14 0:00,12/11/14 0:00,12/11/14 10:55,2014,12,,United States,528,22,"(Created, Created)"
0062000000bL9oB,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,22 days 10:23:00.000000000,22,12/11/14 0:00,1/2/15 0:00,12/11/14 0:00,1/2/15 10:23,2015,1,,United States,528,22,"(Prospect, Closed Deferred)"
0062000000YcWYX,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 06:05:00.000000000,0,7/15/14 0:00,7/15/14 0:00,7/15/14 0:00,7/15/14 6:05,2014,7,9/17/15 0:00,United Kingdom,270,625,"(Created, Created)"
0062000000YcWYX,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 06:05:00.000000000,0,7/15/14 0:00,7/15/14 0:00,7/15/14 0:00,7/15/14 6:05,2014,7,9/17/15 0:00,United Kingdom,270,625,"(Prospect, Qualified)"
0062000000YcWYX,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,429 days 09:24:00.000000000,429,7/15/14 0:00,9/17/15 0:00,7/15/14 0:00,9/17/15 9:24,2015,9,9/17/15 0:00,United Kingdom,270,625,"(Qualified, Closed Deferred)"
0062000000gquOQ,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 14:37:00.000000000,0,12/15/15 0:00,12/15/15 0:00,12/15/15 0:00,12/15/15 14:37,2015,12,4/27/16 0:00,United States,47,134,"(Created, Created)"
0062000000gquOQ,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,101 days 14:17:00.000000000,101,12/15/15 0:00,3/25/16 0:00,12/15/15 0:00,3/25/16 14:17,2016,3,4/27/16 0:00,United States,47,134,"(Prospect, Qualified)"
0062000000gquOQ,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,33 days 16:42:00.000000000,33,12/15/15 0:00,4/27/16 0:00,3/25/16 0:00,4/27/16 16:42,2016,4,4/27/16 0:00,United States,47,134,"(Qualified, Closed Deferred)"
0062000000WkNBT,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 06:36:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 6:36,2014,3,,United States,774,36,"(Created, Created)"
0062000000WkNBT,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 08:23:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:23,2014,3,,United States,774,36,"(Prospect, Qualified)"
0062000000WkNBT,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,36 days 10:18:00.000000000,36,3/26/14 0:00,5/1/14 0:00,3/26/14 0:00,5/1/14 10:18,2014,5,,United States,774,36,"(Qualified, Closed Deferred)"
0062000000XIvwm,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 17:06:00.000000000,0,5/5/14 0:00,5/5/14 0:00,5/5/14 0:00,5/5/14 17:06,2014,5,3/17/16 0:00,United States,88,682,"(Created, Created)"
0062000000XIvwm,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,8 days 09:08:00.000000000,8,5/5/14 0:00,5/13/14 0:00,5/5/14 0:00,5/13/14 9:08,2014,5,3/17/16 0:00,United States,88,682,"(Prospect, Qualified)"
0062000000XIvwm,stage_change,Stage,Qualified,Buying Process id.,Closed Deferred,0,605 days 11:47:00.000000000,605,5/5/14 0:00,1/8/16 0:00,5/13/14 0:00,1/8/16 11:47,2016,1,3/17/16 0:00,United States,88,682,"(Qualified, Buying Process id.)"
0062000000XIvwm,stage_change,Stage,Buying Process id.,Qualified,Closed Deferred,0,42 days 09:37:00.000000000,42,5/5/14 0:00,2/19/16 0:00,1/8/16 0:00,2/19/16 9:37,2016,2,3/17/16 0:00,United States,88,682,"(Buying Process id., Qualified)"
0062000000XIvwm,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,27 days 10:03:00.000000000,27,5/5/14 0:00,3/17/16 0:00,2/19/16 0:00,3/17/16 10:03,2016,3,3/17/16 0:00,United States,88,682,"(Qualified, Closed Deferred)"
0062000000WkPPe,opp_created,Created by lead convert,Created,Created,Qualified,20,0 days 08:44:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:44,2014,3,,United States,798,810,"(Created, Created)"
0062000000WkPPe,stage_change,Stage,Prospect,Qualified,Qualified,20,12 days 15:42:00.000000000,12,3/26/14 0:00,4/7/14 0:00,3/26/14 0:00,4/7/14 15:42,2014,4,,United States,798,810,"(Prospect, Qualified)"
0062000000WkPPe,stage_change,SDR Created By,Created,Dan Obrien,Qualified,20,798 days 08:55:00.000000000,798,3/26/14 0:00,6/1/16 0:00,3/26/14 0:00,6/1/16 8:55,2016,6,,United States,798,810,"(Created, Dan Obrien)"
0062000000fALnj,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 18:00:00.000000000,0,9/3/15 0:00,9/3/15 0:00,9/3/15 0:00,9/3/15 18:00,2015,9,4/28/16 0:00,United States,46,238,"(Created, Created)"
0062000000fALnj,stage_change,Stage,Prospect,Re-Qualify,Closed Deferred,0,169 days 11:41:00.000000000,169,9/3/15 0:00,2/19/16 0:00,9/3/15 0:00,2/19/16 11:41,2016,2,4/28/16 0:00,United States,46,238,"(Prospect, Re-Qualify)"
0062000000fALnj,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,69 days 11:05:00.000000000,69,9/3/15 0:00,4/28/16 0:00,2/19/16 0:00,4/28/16 11:05,2016,4,4/28/16 0:00,United States,46,238,"(Re-Qualify, Closed Deferred)"
0062000000gpx2r,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 10:03:00.000000000,0,12/8/15 0:00,12/8/15 0:00,12/8/15 0:00,12/8/15 10:03,2015,12,4/13/16 0:00,United States,61,127,"(Created, Created)"
0062000000gpx2r,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,7 days 13:14:00.000000000,7,12/8/15 0:00,12/15/15 0:00,12/8/15 0:00,12/15/15 13:14,2015,12,4/13/16 0:00,United States,61,127,"(Prospect, Qualified)"
0062000000gpx2r,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,120 days 12:23:00.000000000,120,12/8/15 0:00,4/13/16 0:00,12/15/15 0:00,4/13/16 12:23,2016,4,4/13/16 0:00,United States,61,127,"(Qualified, Closed Deferred)"
0062000000eh3pR,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 10:43:00.000000000,0,7/31/15 0:00,7/31/15 0:00,7/31/15 0:00,7/31/15 10:43,2015,7,2/17/16 0:00,United States,116,201,"(Created, Created)"
0062000000eh3pR,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,201 days 18:15:00.000000000,201,7/31/15 0:00,2/17/16 0:00,7/31/15 0:00,2/17/16 18:15,2016,2,2/17/16 0:00,United States,116,201,"(Prospect, Closed Deferred)"
0062000000dCNyE,opp_created,Created.,Created,Created,Closed Deferred,0,0 days 17:57:00.000000000,0,4/16/15 0:00,4/16/15 0:00,4/16/15 0:00,4/16/15 17:57,2015,4,5/10/16 0:00,United States,34,390,"(Created, Created)"
0062000000dCNyE,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,390 days 13:44:00.000000000,390,4/16/15 0:00,5/10/16 0:00,4/16/15 0:00,5/10/16 13:44,2016,5,5/10/16 0:00,United States,34,390,"(Qualified, Closed Deferred)"
0062000000WkNNF,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 06:43:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 6:43,2014,3,,United States,769,41,"(Created, Created)"
0062000000WkNNF,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 08:23:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:23,2014,3,,United States,769,41,"(Prospect, Qualified)"
0062000000WkNNF,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,41 days 11:07:00.000000000,41,3/26/14 0:00,5/6/14 0:00,3/26/14 0:00,5/6/14 11:07,2014,5,,United States,769,41,"(Qualified, Closed Deferred)"
0062000000CMzL9,stage_change,Stage,Value Proposition,Short List,Closed Won,100,0 days 05:52:00.000000000,0,3/26/10 0:00,2/22/11 0:00,2/22/11 0:00,2/22/11 5:52,2011,2,,United Kingdom,1378,893,"(Value Proposition, Short List)"
0062000000CMzL9,stage_change,Stage,Short List,Negotiation/Review,Closed Won,100,0 days 10:24:00.000000000,0,3/26/10 0:00,3/30/11 0:00,3/30/11 0:00,3/30/11 10:24,2011,3,,United Kingdom,1378,893,"(Short List, Negotiation/Review)"
0062000000CMzL9,stage_change,Stage,Negotiation/Review,Closed Won,Closed Won,100,0 days 12:51:00.000000000,0,3/26/10 0:00,9/4/12 0:00,9/4/12 0:00,9/4/12 12:51,2012,9,,United Kingdom,1378,893,"(Negotiation/Review, Closed Won)"
0062000000c3Nau,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 15:28:00.000000000,0,2/12/15 0:00,2/12/15 0:00,2/12/15 0:00,2/12/15 15:28,2015,2,,United Kingdom,370,181,"(Created, Created)"
0062000000c3Nau,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,117 days 07:33:00.000000000,117,2/12/15 0:00,6/9/15 0:00,2/12/15 0:00,6/9/15 7:33,2015,6,,United Kingdom,370,181,"(Prospect, Closed Deferred)"
0062000000dCMAR,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 10:55:00.000000000,0,4/16/15 0:00,4/16/15 0:00,4/16/15 0:00,4/16/15 10:55,2015,4,2/18/16 0:00,United Kingdom,116,308,"(Created, Created)"
0062000000dCMAR,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,14 days 06:09:00.000000000,14,4/16/15 0:00,4/30/15 0:00,4/16/15 0:00,4/30/15 6:09,2015,4,2/18/16 0:00,United Kingdom,116,308,"(Prospect, Qualified)"
0062000000dCMAR,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,294 days 09:24:00.000000000,294,4/16/15 0:00,2/18/16 0:00,4/30/15 0:00,2/18/16 9:24,2016,2,2/18/16 0:00,United Kingdom,116,308,"(Qualified, Closed Deferred)"
0062000000dgL3A,opp_created,Created by lead convert,Created,Created,Prospect,10,0 days 11:14:00.000000000,0,5/27/15 0:00,5/27/15 0:00,5/27/15 0:00,5/27/15 11:14,2015,5,,United Kingdom,383,383,"(Created, Created)"
0062000000WkNAU,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 06:31:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 6:31,2014,3,,United States,798,280,"(Created, Created)"
0062000000WkNAU,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,0 days 08:23:00.000000000,0,3/26/14 0:00,3/26/14 0:00,3/26/14 0:00,3/26/14 8:23,2014,3,,United States,798,280,"(Prospect, Qualified)"
0062000000WkNAU,stage_change,Stage,Qualified,Closed Deferred,Closed Deferred,0,12 days 13:38:00.000000000,12,3/26/14 0:00,4/7/14 0:00,3/26/14 0:00,4/7/14 13:38,2014,4,,United States,798,280,"(Qualified, Closed Deferred)"
0062000000TsS1Y,opp_created,Created.,Created,Created,Chosen Vendor,70,0 days 10:56:00.000000000,0,4/22/16 0:00,4/22/16 0:00,4/22/16 0:00,4/22/16 10:56,2016,4,6/2/16 0:00,United States,11,52,"(Created, Created)"
0062000000TsS1Y,stage_change,Stage,Qualified,Buying Process id.,Chosen Vendor,70,24 days 09:57:00.000000000,24,4/22/16 0:00,5/16/16 0:00,4/22/16 0:00,5/16/16 9:57,2016,5,6/2/16 0:00,United States,11,52,"(Qualified, Buying Process id.)"
0062000000TsS1Y,stage_change,Stage,Buying Process id.,Chosen Vendor,Chosen Vendor,70,17 days 10:05:00.000000000,17,4/22/16 0:00,6/2/16 0:00,5/16/16 0:00,6/2/16 10:05,2016,6,6/2/16 0:00,United States,11,52,"(Buying Process id., Chosen Vendor)"
0062000000j4uXn,opp_created,Created.,Created,Created,Qualified,20,0 days 17:34:00.000000000,0,5/27/16 0:00,5/27/16 0:00,5/27/16 0:00,5/27/16 17:34,2016,5,,United States,17,17,"(Created, Created)"
0062000000aGzqu,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 19:40:00.000000000,0,10/9/14 0:00,10/9/14 0:00,10/9/14 0:00,10/9/14 19:40,2014,10,4/26/16 0:00,Canada,48,564,"(Created, Created)"
0062000000aGzqu,stage_change,Stage,Prospect,Qualified,Closed Deferred,0,34 days 11:31:00.000000000,34,10/9/14 0:00,11/12/14 0:00,10/9/14 0:00,11/12/14 11:31,2014,11,4/26/16 0:00,Canada,48,564,"(Prospect, Qualified)"
0062000000aGzqu,stage_change,Stage,Qualified,Re-Qualify,Closed Deferred,0,492 days 15:18:00.000000000,492,10/9/14 0:00,3/18/16 0:00,11/12/14 0:00,3/18/16 15:18,2016,3,4/26/16 0:00,Canada,48,564,"(Qualified, Re-Qualify)"
0062000000aGzqu,stage_change,Stage,Re-Qualify,Closed Deferred,Closed Deferred,0,39 days 10:58:00.000000000,39,10/9/14 0:00,4/26/16 0:00,3/18/16 0:00,4/26/16 10:58,2016,4,4/26/16 0:00,Canada,48,564,"(Re-Qualify, Closed Deferred)"
0062000000WjwyI,opp_created,Created by lead convert,Created,Created,Closed Deferred,0,0 days 05:26:00.000000000,0,3/24/14 0:00,3/24/14 0:00,3/24/14 0:00,3/24/14 5:26,2014,3,,United Kingdom,620,282,"(Created, Created)"
0062000000WjwyI,stage_change,Stage,Prospect,Closed Deferred,Closed Deferred,0,192 days 03:03:00.000000000,192,3/24/14 0:00,10/2/14 0:00,3/24/14 0:00,10/2/14 3:03,2014,10,,United Kingdom,620,282,"(Prospect, Closed Deferred)"
